Filename,Hu Moment 1,Hu Moment 2,Hu Moment 3,Hu Moment 4,Hu Moment 5,Hu Moment 6,Hu Moment 7,Labels
img (15).jpg,0.0008459931453494001,3.19030118834501e-07,6.495254876346831e-12,1.4871930044729923e-12,4.604093409611068e-24,8.266299874255955e-16,4.0876982610777075e-25,A
img (16).jpg,0.0008609385727730196,3.4412056966754443e-07,6.585929291148813e-12,1.7375770039732355e-12,5.872865041860519e-24,1.0171230031540009e-15,-2.44030914763113e-25,A
img (17).jpg,0.0008182249215989468,2.6763011158336626e-07,1.2420250339324029e-11,8.798381455868046e-13,-1.3660664717786233e-24,-2.8194247163660816e-16,-2.5677316503427845e-24,A
img (18).jpg,0.0008017687798612433,2.4627259141812455e-07,8.73327298908215e-12,5.709300655919187e-13,-5.928931949348715e-25,-1.6506395830921938e-16,-1.1286047254383166e-24,A
img (19).jpg,0.0008017687798612433,2.4627259141812455e-07,8.73327298908215e-12,5.709300655919187e-13,-5.928931949348715e-25,-1.6506395830921938e-16,-1.1286047254383166e-24,A
img (20).jpg,0.0008773920312057618,3.7259072217707007e-07,6.423863646903827e-12,1.8097039936161471e-12,6.149573956596949e-24,1.0916547902898141e-15,-5.05867863984963e-25,A
img (21).jpg,0.0008972246871238335,4.0834701088589263e-07,5.431056315553921e-12,1.5677730191220915e-12,4.5283416637175786e-24,9.627265627643814e-16,-6.499365724103983e-25,A
img (22).jpg,0.0009091154098142152,4.312682597763744e-07,4.424648159194968e-12,1.3104969662151298e-12,3.0941283279441623e-24,7.879471541364552e-16,-6.202471204633798e-25,A
img (23).jpg,0.0008814259313713955,3.826055960541676e-07,1.6130764925548872e-12,5.04541915208044e-13,4.550561931043619e-25,3.1175522595221337e-16,-1.0165162637756816e-26,A
img (24).jpg,0.0008623782666853949,3.500755047141929e-07,1.344449885488653e-12,2.507152692324681e-13,1.308427708562454e-25,1.0990747528247871e-16,6.378105772917843e-26,A
img (25).jpg,0.0008835245820249768,3.8348916398341386e-07,6.361687921180087e-12,1.2195291175394317e-12,2.901911942754329e-24,4.633826099265616e-16,1.765614493967618e-24,A
img (26).jpg,0.000905899216202518,4.208127829655656e-07,1.1183885104695532e-11,2.3276538230913113e-12,1.0297044273396238e-23,9.417861574164996e-16,5.917152040446807e-24,A
img (27).jpg,0.0009048154665753884,4.1733677021683184e-07,1.4408293308286678e-11,2.9775575654829735e-12,1.6968708797005183e-23,1.2295099564415523e-15,9.613602170313051e-24,A
img (28).jpg,0.0008728128438272413,3.619022617710302e-07,1.0999389749748463e-11,2.4393762016554395e-12,1.1855641438430062e-23,1.1787527586505262e-15,4.371156177100601e-24,A
img (29).jpg,0.0008528635442563979,3.280785167542383e-07,9.847944569080702e-12,2.2849030378572215e-12,1.0561524256220333e-23,1.187657573149917e-15,2.435188532489986e-24,A
img (30).jpg,0.0008577378973200529,3.3802238968122253e-07,7.774661324011905e-12,2.010736394019259e-12,7.924265068963108e-24,1.1510241359182599e-15,6.405953304346231e-25,A
img (31).jpg,0.0008706716140269772,3.6128053808329347e-07,6.385989281183484e-12,1.7917020218715608e-12,6.050420787335062e-24,1.071093597966176e-15,-3.5042550470469552e-25,A
img (32).jpg,0.0008791445891618685,3.7612540081240943e-07,6.117924961455008e-12,1.7031484943508793e-12,5.475960200043087e-24,1.0305779605354033e-15,-4.884039728466316e-25,A
img (33).jpg,0.0008957435244429598,4.0607285278026135e-07,5.21110000460064e-12,1.4626187147921295e-12,3.986714144286895e-24,8.881371327904818e-16,-6.412369090548598e-25,A
img (34).jpg,0.0007876687607133688,2.263711295699088e-07,5.318063205064388e-12,5.217613129671071e-13,5.094344748212103e-25,9.222321920896385e-17,-7.041752903005779e-25,A
img (35).jpg,0.0008176023655914932,2.715737406622056e-07,9.376402368184175e-12,6.253459205456493e-13,-8.981344097762857e-25,-2.2585045423377278e-16,-1.2191465808591458e-24,A
img (36).jpg,0.0008303640149671861,2.906172386884675e-07,1.2810643745024785e-11,9.144917588450945e-13,-1.4082860428909288e-24,-2.857056099826228e-16,-2.7953746089197133e-24,A
img (37).jpg,0.000800748283030296,2.4551933301424456e-07,7.956380866038742e-12,6.582040907969655e-13,2.7808277192737185e-25,-1.5604020644531556e-17,-1.4803633424562769e-24,A
img (38).jpg,0.0007906766171165497,2.3060625102559922e-07,6.086758967891805e-12,5.9216304161021e-13,6.207264927628479e-25,9.059888866165666e-17,-9.373317035655528e-25,A
img (39).jpg,0.0008044642241627159,2.511112147425886e-07,8.407084632530414e-12,8.06070955346862e-13,9.188334887352085e-25,6.896017025526396e-17,-1.886508106162479e-24,A
img (40).jpg,0.0008288020677532996,2.8839589973201547e-07,1.2799736415357329e-11,1.2224141715170722e-12,1.4685584733798647e-24,1.3753409573512278e-17,-4.606947260950485e-24,A
img (41).jpg,0.0009667530952892193,5.254764243885185e-07,3.3822657958374464e-11,3.6017139504624972e-12,2.9474618362910085e-25,-7.675848613890268e-16,-3.9751704557665366e-23,A
img (42).jpg,0.0008768558348164351,3.6869251214062193e-07,1.5853022782371733e-11,1.31729709757504e-12,-1.723108877079953e-24,-3.791800379874775e-16,-5.767912796011398e-24,A
img (43).jpg,0.000864269722979101,3.471974683170954e-07,1.4307266536202113e-11,1.2550393294493472e-12,-3.3550824347330322e-25,-2.1201889337064083e-16,-5.3076023489533766e-24,A
img (44).jpg,0.000837661165219437,3.024180664210393e-07,1.1065413927546293e-11,7.92415392782575e-13,-1.2487723772171638e-24,-2.808321660058636e-16,-1.9865656007998798e-24,A
img (45).jpg,0.0008072274850502902,2.560456079692583e-07,7.60438005343297e-12,5.697393095561322e-13,-9.073842180569367e-26,-7.955906218800209e-17,-1.1824183451110918e-24,A
img (46).jpg,0.0008083180635579288,2.5766329473022856e-07,7.775025665687516e-12,5.725337994526656e-13,-1.639850953282933e-25,-9.412423795404724e-17,-1.1967776057035765e-24,A
img (47).jpg,0.0008862928222520953,3.9057822401383677e-07,2.6588554065546313e-12,8.138389109411439e-13,1.1971629231853822e-24,5.08596843376143e-16,-3.4252470554749764e-27,A
img (48).jpg,0.0008083180635579288,2.5766329473022856e-07,7.775025665687516e-12,5.725337994526656e-13,-1.639850953282933e-25,-9.412423795404724e-17,-1.1967776057035765e-24,A
img (49).jpg,0.0007900088368902934,2.2935388735616782e-07,6.300376655663472e-12,7.632732605781833e-13,1.3284070943288869e-24,2.2245253665007873e-16,-1.0183015308218569e-24,A
img (50).jpg,0.0008023187182252123,2.4642128649842305e-07,8.751643303055843e-12,5.84634114403546e-13,-5.605714602753214e-25,-1.61985568914642e-16,-1.1977342727403578e-24,A
img (51).jpg,0.0008616447335589629,3.213146638300079e-07,1.3171223241284305e-11,5.996250952526251e-12,5.327419771297339e-23,3.3957798663848735e-15,-1.2306174397986761e-24,B
img (52).jpg,0.0010382154532901056,6.638944339588919e-07,5.732927726136513e-11,2.5059857407142595e-11,9.42023886745305e-22,1.8360111734684935e-14,-1.216987582882101e-22,B
img (53).jpg,0.0009190136789101718,4.2286264339544905e-07,3.893337984093395e-11,1.6345961480110357e-11,4.1106441264385664e-22,9.71317498674009e-15,-3.2664931253592884e-23,B
img (54).jpg,0.0008616321792561419,3.2130078365101563e-07,1.3158937942508668e-11,5.990221102704222e-12,5.31691136207578e-23,3.3922814845815015e-15,-1.225218685821808e-24,B
img (55).jpg,0.0008616286282070989,3.2127761994917704e-07,1.3172066939439851e-11,5.997253340419319e-12,5.328926877945815e-23,3.3960870218100568e-15,-1.230743041604533e-24,B
img (56).jpg,0.0008615427551665587,3.211488493892066e-07,1.3172496286069529e-11,5.99625215165912e-12,5.327677866730587e-23,3.3948808433120695e-15,1.2310899290941686e-24,B
img (57).jpg,0.0008615217352626115,3.211122752743586e-07,1.3155072183143062e-11,5.988232783104915e-12,5.313477314364967e-23,3.3901358275086107e-15,-1.227189270278514e-24,B
img (58).jpg,0.0008615823730013417,3.212205210335598e-07,1.3150975395418145e-11,5.985153917620538e-12,5.308552843400635e-23,3.3890169798525325e-15,1.2261798998829439e-24,B
img (59).jpg,0.0008616627740940068,3.213466536417197e-07,1.3164995386328843e-11,5.994238735471474e-12,5.323482160072863e-23,3.3948402317948117e-15,1.2284776564416746e-24,B
img (60).jpg,0.001038140718016206,6.63730313545066e-07,5.745777691414199e-11,2.5094108257720234e-11,9.449795048756956e-22,1.8378120046494418e-14,1.2234503957130107e-22,B
img (61).jpg,0.0010382533937058763,6.639505349708028e-07,5.743201261577452e-11,2.5080882757731314e-11,9.439974668584757e-22,1.8367845490609606e-14,-1.2240118814974471e-22,B
img (62).jpg,0.0010382649266796184,6.639902655244457e-07,5.741756014074011e-11,2.5077387293557245e-11,9.436961179869989e-22,1.8366801544005965e-14,-1.2224641431993922e-22,B
img (63).jpg,0.0010382501814767305,6.639529239010691e-07,5.739710812352868e-11,2.5079163740690676e-11,9.4364156776986e-22,1.8369946864023173e-14,-1.221350910388704e-22,B
img (64).jpg,0.0010381940817496508,6.638551463690835e-07,5.741110469937492e-11,2.5090408057934286e-11,9.444155236833456e-22,1.8380741720321056e-14,1.2204554828441208e-22,B
img (65).jpg,0.0010381804660065288,6.638060678177375e-07,5.749860249957048e-11,2.5132553136177134e-11,9.475234889188438e-22,1.8412711660350928e-14,1.2239829984116815e-22,B
img (66).jpg,0.001038431060220352,6.643359720025776e-07,5.7476411104122905e-11,2.5135035680902015e-11,9.47486745606435e-22,1.842063114071393e-14,1.2234826668733222e-22,B
img (67).jpg,0.0010382739639272756,6.639873783731064e-07,5.746752819729949e-11,2.5103206277099797e-11,9.4556186485375e-22,1.8384694650687062e-14,1.225132763095839e-22,B
img (68).jpg,0.0009190993308786576,4.230101441179116e-07,3.891689172113425e-11,1.635454977006984e-11,4.113009179735952e-22,9.72013200204798e-15,-3.2688560082515577e-23,B
img (69).jpg,0.0009190117295103261,4.228790502242232e-07,3.895588208326465e-11,1.6351259774939207e-11,4.1138190206233967e-22,9.715660093951293e-15,3.270559121577338e-23,B
img (70).jpg,0.0009192653687005501,4.2331930185527364e-07,3.900226190449553e-11,1.6382760985616738e-11,4.1280989300176455e-22,9.740818929642241e-15,3.29065519212257e-23,B
img (71).jpg,0.0009192511903673467,4.232940950848171e-07,3.902048215207457e-11,1.6408949551790075e-11,4.1390608480327493e-22,9.75881006948214e-15,3.2876186643037574e-23,B
img (72).jpg,0.0009193626198602782,4.234246816318746e-07,3.9169817180893643e-11,1.6448581278589274e-11,4.1618521931270145e-22,9.779429628555718e-15,3.325227928454894e-23,B
img (73).jpg,0.0009193730570945436,4.2354230485066776e-07,3.890296066874144e-11,1.6329516785365048e-11,4.102707068483464e-22,9.706593573102775e-15,-3.2768178161443166e-23,B
img (74).jpg,0.00101107228744866,6.090388599650235e-07,5.3026868862215283e-11,2.5656877296618675e-11,9.436454802267283e-22,1.9081032426550183e-14,-7.154977966698811e-23,B
img (75).jpg,0.0010111321111108485,6.091619338174657e-07,5.304988420937523e-11,2.5690319167407963e-11,9.457139306537853e-22,1.911364789094845e-14,-7.147111370496244e-23,B
img (76).jpg,0.0010111004118215636,6.09106963469104e-07,5.298215058090499e-11,2.5649485203079765e-11,9.428475943827123e-22,1.9079433767169386e-14,7.138698208178498e-23,B
img (77).jpg,0.0010082174578237805,6.033364550806082e-07,5.2353306807356726e-11,2.5192053818984747e-11,9.12268340825125e-22,1.8650406427149832e-14,-6.917055074729542e-23,B
img (78).jpg,0.00100790389730702,6.0271156394454e-07,5.241051839331679e-11,2.5220679684461017e-11,9.143421754127687e-22,1.866980547735877e-14,6.907139926813633e-23,B
img (79).jpg,0.0010081924699591746,6.03237854518704e-07,5.253405680382583e-11,2.5294906646099886e-11,9.194740084274224e-22,1.8734930159415143e-14,-6.931741272518346e-23,B
img (80).jpg,0.0010255932161295092,6.38903395445341e-07,5.000854335839998e-11,2.4521928551314345e-11,8.559424880023817e-22,1.85398523433762e-14,-6.907129810091287e-23,B
img (81).jpg,0.0010256189008831464,6.38971977718228e-07,5.000742709906639e-11,2.4520851681189577e-11,8.558771391765058e-22,1.8538768922786405e-14,6.905872253828106e-23,B
img (82).jpg,0.0010256429205516451,6.389510331274882e-07,5.008331082275062e-11,2.4561420079339994e-11,8.586556388661844e-22,1.8571014933138602e-14,6.924699517981479e-23,B
img (83).jpg,0.0010258012739247744,6.39210010104313e-07,5.005750095312732e-11,2.4561554380014343e-11,8.584498120534885e-22,1.8573797842304197e-14,6.912535401302654e-23,B
img (84).jpg,0.001015657463378644,6.186755554197246e-07,5.1334202683523704e-11,2.3591503767240664e-11,8.168615079898941e-22,1.7160333187005646e-14,-8.221125750138045e-23,B
img (85).jpg,0.0010155923225017315,6.185010641664546e-07,5.1356497086936086e-11,2.3609695819873662e-11,8.179940821058536e-22,1.7171835390348087e-14,8.222513032653284e-23,B
img (86).jpg,0.0010155591287496185,6.184373206132778e-07,5.144117533749626e-11,2.361572137290817e-11,8.189394376147434e-22,1.7168558398453083e-14,8.274273019134302e-23,B
img (87).jpg,0.0010153030799883822,6.179551166198552e-07,5.108138998120174e-11,2.3481485915154896e-11,8.091603490826564e-22,1.7069076987997285e-14,8.137461118988312e-23,B
img (88).jpg,0.0010150528219211937,6.174032359342248e-07,5.1320379588856407e-11,2.3579620912860838e-11,8.161397783866693e-22,1.713521495106608e-14,8.20857315975493e-23,B
img (89).jpg,0.0010398874138118032,6.648486845973333e-07,6.210514788616374e-11,2.530642715424604e-11,9.901358373987434e-22,1.7943671079809672e-14,-1.616962584035564e-22,B
img (90).jpg,0.0010397444651540166,6.646709344193693e-07,6.202216928473422e-11,2.5326736136908823e-11,9.908373781224453e-22,1.797215659176008e-14,-1.6072679095646482e-22,B
img (91).jpg,0.0010397674878099817,6.646632570470191e-07,6.216422861026909e-11,2.5346850169840952e-11,9.93017917764247e-22,1.7973427654853834e-14,-1.6193553844463274e-22,B
img (92).jpg,0.001039650017976594,6.644779068946434e-07,6.207556854250009e-11,2.5331812128353422e-11,9.915111684559942e-22,1.796736972313872e-14,1.6115641308834533e-22,B
img (93).jpg,0.0010399000718375755,6.649650778832913e-07,6.203284864371089e-11,2.5316337609104388e-11,9.902514498590837e-22,1.796318729373091e-14,1.6101735965709454e-22,B
img (94).jpg,0.0010097520010358073,6.06456018585895e-07,5.333493548239361e-11,2.573589881504855e-11,9.506292383344185e-22,1.9079199141345306e-14,-7.377004055257581e-23,B
img (95).jpg,0.001009518523002553,6.059742040583961e-07,5.321123014114641e-11,2.5666679908354805e-11,9.457018748285864e-22,1.901957625995635e-14,-7.333716027626834e-23,B
img (96).jpg,0.001009579155923656,6.061024080494311e-07,5.3261565818776274e-11,2.570250301939192e-11,9.48133204618866e-22,1.9049499204575264e-14,-7.349158785925461e-23,B
img (97).jpg,0.0010097659932525465,6.064925228767661e-07,5.329576785430244e-11,2.5719547378404615e-11,9.493789905269537e-22,1.9068325960997492e-14,-7.361624446629903e-23,B
img (98).jpg,0.001009520369867919,6.059858689323396e-07,5.3294850552609995e-11,2.5707735753458013e-11,9.487202249484382e-22,1.9053283562443223e-14,7.352203747847962e-23,B
img (99).jpg,0.0010095338286230044,6.060263682319085e-07,5.3187320652358203e-11,2.5658491893379786e-11,9.450355231058761e-22,1.9013103330248006e-14,-7.330444176114026e-23,B
img (100).jpg,0.0010091343353912726,6.052455724962116e-07,5.3090893174470686e-11,2.561356400554861e-11,9.41718567654422e-22,1.8974393545863835e-14,7.280175648638093e-23,B
img (101).jpg,0.0009039448740807154,4.074625010332073e-07,1.9711516434596556e-11,6.181283080668699e-12,6.747104961535955e-23,3.9089945579223806e-15,-1.0151159249910147e-23,C
img (102).jpg,0.0009050848762617179,4.1083960596459195e-07,1.9540512172300244e-11,6.276278441315281e-12,6.865203692471299e-23,3.9902404149323984e-15,-1.0860899886928465e-23,C
img (103).jpg,0.0009049986804788463,4.1346513765316817e-07,1.8502925548522666e-11,7.026543319038412e-12,8.011106775520638e-23,4.5172334901341004e-15,-1.091037862031003e-24,C
img (104).jpg,0.0009095448401567298,4.1565571116941036e-07,2.290406215285381e-11,7.174309546793699e-12,8.884326922368072e-23,4.547160968071918e-15,-2.376098946414691e-23,C
img (105).jpg,0.0009170020750940318,4.276616902964445e-07,2.6124713958469556e-11,9.387693946564342e-12,1.433314726114399e-22,6.083402869795079e-15,-3.270701398355147e-23,C
img (106).jpg,0.0009208426376234385,4.329979114421094e-07,2.8043032337992512e-11,1.0382382678164299e-11,1.7200278450121696e-22,6.767349485799472e-15,-4.24217390118625e-23,C
img (107).jpg,0.000925688522171198,4.4196658879263256e-07,2.965193351727102e-11,1.1969287557037264e-11,2.2241911178557047e-22,7.933036415028248e-15,-3.709273073800107e-23,C
img (108).jpg,0.0009327376046959993,4.4453328069261864e-07,3.160550810502708e-11,1.3480364041371414e-11,2.355341158692398e-22,8.639224863771996e-15,-1.481427017544808e-22,C
img (109).jpg,0.0009318084815365526,4.5017678518930976e-07,3.0576109584829814e-11,1.364373466259126e-11,2.7115750158898567e-22,9.105918990037581e-15,-6.427178036643278e-23,C
img (110).jpg,0.0009359887408398275,4.511671951885015e-07,2.931498524030794e-11,1.4912510006908695e-11,2.7943903822102016e-22,9.777499830004909e-15,-1.383139862332431e-22,C
img (111).jpg,0.0009375686225366559,4.5562477011457e-07,2.866656025491839e-11,1.538081051941275e-11,3.0089474374699894e-22,1.0244401953252e-14,-1.173426781190402e-22,C
img (112).jpg,0.0009377721051021053,4.5749420011193307e-07,2.7830156513234876e-11,1.5184595975191952e-11,2.9873157832896067e-22,1.021766490602951e-14,-9.05360334601054e-23,C
img (113).jpg,0.0009391922094288674,4.580310968414161e-07,2.5642342587610686e-11,1.585290153696706e-11,2.9991327103721167e-22,1.0648155556002562e-14,-1.1051135328624197e-22,C
img (114).jpg,0.000938044650538087,4.570016355991021e-07,2.5099798487889807e-11,1.5688424437618043e-11,2.984917759800923e-22,1.057609792202647e-14,-8.843926576635941e-23,C
img (115).jpg,0.0009326362512564111,4.5263655568647574e-07,2.702789371226027e-11,1.3907697713362837e-11,2.6833423597712343e-22,9.335930677569853e-15,-2.6533436083659375e-23,C
img (116).jpg,0.0009332395813810464,4.5292638865254385e-07,2.7406985963056696e-11,1.4433587459293901e-11,2.8558453825609845e-22,9.688822478478678e-15,-2.919372761743486e-23,C
img (117).jpg,0.0009309493019422302,4.5127004714621917e-07,2.8454009284595532e-11,1.3616158169868585e-11,2.678939424565149e-22,9.063177682371188e-15,-7.941123401089324e-24,C
img (118).jpg,0.0009299375063941972,4.495359859032562e-07,2.6756680004152908e-11,1.3264477539334953e-11,2.495906535928974e-22,8.825807942602068e-15,-1.225661820258189e-23,C
img (119).jpg,0.0009254001091745794,4.434950340987625e-07,2.488429085078882e-11,1.162637830017614e-11,1.977171657709731e-22,7.654887904795346e-15,-3.910641126629119e-24,C
img (120).jpg,0.0009189811712102888,4.344477437816917e-07,2.3333977521438383e-11,9.778814502335549e-12,1.4758610383145435e-22,6.3159468649411235e-15,6.1622083865238884e-24,C
img (121).jpg,0.0009160949875464527,4.2964379019531623e-07,2.3032576721120003e-11,9.42808649320127e-12,1.3873084673230999e-22,6.050688118796603e-15,7.499076373332047e-24,C
img (122).jpg,0.0009140341443094998,4.2619161091830325e-07,2.2617941974802498e-11,9.36428546505684e-12,1.361424896136009e-22,6.002888235268725e-15,6.164981058701801e-24,C
img (123).jpg,0.0009104762459205386,4.206254660361247e-07,2.2065772626578234e-11,8.694039630519304e-12,1.2016784969651104e-22,5.5078095314472726e-15,7.760254143124523e-24,C
img (124).jpg,0.0009053367570164446,4.123813022414893e-07,2.0621009134511322e-11,7.563266029956348e-12,9.40621413884923e-23,4.709897924210292e-15,8.591678169375862e-24,C
img (125).jpg,0.0008985797134427249,4.001192833464487e-07,2.0381677640206342e-11,7.495928211901803e-12,9.230320373060369e-23,4.617168077953028e-15,8.040018427562079e-24,C
img (126).jpg,0.0008955802612859226,3.95376681385021e-07,1.9792539606196852e-11,7.140181333313164e-12,8.452012961577391e-23,4.356633995495936e-15,7.827456689951177e-24,C
img (127).jpg,0.0008905902739217521,3.8518405198798504e-07,2.0915420529398235e-11,7.888883295195436e-12,1.0069300345155648e-22,4.721307796031212e-15,1.1382677926992175e-23,C
img (128).jpg,0.0008897556788450754,3.834664035077433e-07,2.0484282005517288e-11,8.008750924315663e-12,1.0184346444970474e-22,4.755458166246108e-15,1.2260343646934502e-23,C
img (129).jpg,0.0008881576458810853,3.8066585099293846e-07,1.964511685387429e-11,7.76304934379046e-12,9.505006024922367e-23,4.566085481179981e-15,1.2500037369951068e-23,C
img (130).jpg,0.0008875260610126919,3.7918554610582564e-07,1.8497886658701004e-11,7.569929675026953e-12,8.852769257047412e-23,4.392789505934403e-15,1.367376940576393e-23,C
img (131).jpg,0.0008858104586165971,3.7660545197519777e-07,1.6898121826786256e-11,6.845739756110302e-12,7.265146377637568e-23,3.95321331024393e-15,1.195896211594596e-23,C
img (132).jpg,0.0008871043199724471,3.768461369397506e-07,1.6367689590156672e-11,7.461819880694559e-12,8.062968527848747e-23,4.199761152010143e-15,1.7293163929160285e-23,C
img (133).jpg,0.0008852558343080107,3.7553759372976964e-07,1.5079700243002722e-11,6.2748499792860635e-12,5.999378597662407e-23,3.597430162542572e-15,1.1242847428677896e-23,C
img (134).jpg,0.0008853323011604538,3.747030041786047e-07,1.489558417180945e-11,6.514216893149417e-12,6.260485836614118e-23,3.677740674597691e-15,1.407948774685678e-23,C
img (135).jpg,0.0008847610037119613,3.736785960005021e-07,1.4248394016321317e-11,6.287182294700582e-12,5.789640326022046e-23,3.5527504347909305e-15,1.3750379018011442e-23,C
img (136).jpg,0.000885150498342926,3.728988096272047e-07,1.3489560353322306e-11,6.482918614656161e-12,5.797726912890088e-23,3.598459976801435e-15,1.7722236772336485e-23,C
img (137).jpg,0.0008842280121121857,3.724442503604678e-07,1.4821973317950787e-11,6.203068618291458e-12,5.785871272488164e-23,3.556010100620258e-15,1.378797709028394e-23,C
img (138).jpg,0.0008846507448827285,3.701974882626344e-07,1.359768280865427e-11,6.485767714120767e-12,5.637840649702851e-23,3.576596397031975e-15,2.3049146575994377e-23,C
img (139).jpg,0.0008852269173891801,3.6818490159818054e-07,1.3290782846561056e-11,6.828090970470757e-12,5.551953599201652e-23,3.62994744061616e-15,3.3891504096501646e-23,C
img (140).jpg,0.0008826437624228523,3.642260996617652e-07,1.6089735822150425e-11,6.6708118769653236e-12,6.367269795918987e-23,3.699388298074122e-15,2.687033511838994e-23,C
img (141).jpg,0.0008845264932176944,3.656421562005038e-07,1.7150090791390272e-11,7.116847553059775e-12,7.032078121258228e-23,3.911407271278778e-15,3.5170919736008816e-23,C
img (142).jpg,0.0008853338084128335,3.672178930354214e-07,1.8779572756557002e-11,7.30775391159115e-12,7.853919186044034e-23,4.0992542326369385e-15,3.4065710417321505e-23,C
img (143).jpg,0.0008869299807109108,3.6962446795975953e-07,1.9541039034735395e-11,7.409419200957685e-12,8.153596448864855e-23,4.1622029606848274e-15,3.606467160658779e-23,C
img (144).jpg,0.0008895533979326239,3.7400387595427856e-07,2.0291025931689273e-11,7.488294255078983e-12,8.3651904849264e-23,4.196202532823638e-15,3.902071424464639e-23,C
img (145).jpg,0.0008943269138777144,3.827218601931582e-07,2.0769125329338476e-11,7.23926866850099e-12,8.012160536789563e-23,4.066015032518345e-15,3.82111795100936e-23,C
img (146).jpg,0.0008964273747763592,3.8909613809289604e-07,1.993762379221489e-11,6.758753322506171e-12,7.479476876300305e-23,3.926643313021198e-15,2.3693504806606023e-23,C
img (147).jpg,0.0008977914146374533,3.9143890255676847e-07,1.9770521673770614e-11,6.2948636437709945e-12,6.647508008870706e-23,3.6402406659433704e-15,2.2639386972863453e-23,C
img (148).jpg,0.0008979394044817434,3.9310431300698735e-07,1.865114460185276e-11,6.018087078433076e-12,6.16094032297201e-23,3.551728731308991e-15,1.6415597331008957e-23,C
img (149).jpg,0.0008972723386975717,3.9318588583298887e-07,1.7449729408082505e-11,5.592349994037808e-12,5.385639996023452e-23,3.3451228981432665e-15,1.2304398482573338e-23,C
img (150).jpg,0.0008846507448827285,3.701974882626344e-07,1.359768280865427e-11,6.485767714120767e-12,5.637840649702851e-23,3.576596397031975e-15,2.3049146575994377e-23,C
img (151).jpg,0.0008087630615598851,2.4188506004870427e-07,2.176651622513476e-11,7.325552561402354e-12,9.229498143999395e-23,3.407627371657815e-15,-6.197659656183009e-24,D
img (152).jpg,0.0008187657384359654,2.5544446211747146e-07,2.7992077904918648e-11,1.0033701526119403e-11,1.6795870229645314e-22,4.867580166141739e-15,-8.119102090327498e-24,D
img (153).jpg,0.0008483802430749231,3.0361118938028087e-07,3.3266950575223294e-11,1.2556771487536405e-11,2.55886093058742e-22,6.472812956975388e-15,-1.9650317464877033e-23,D
img (154).jpg,0.0008430732033479095,2.9345558674428373e-07,3.551332586012844e-11,1.394623255223075e-11,3.100027354844073e-22,7.245882002616968e-15,-1.5113359461623474e-23,D
img (155).jpg,0.0008365540025381385,2.8080134990470657e-07,3.816364412134277e-11,1.5424522846068574e-11,3.740782034640567e-22,7.960765832955118e-15,-1.07760306138739e-23,D
